earnings_date,revr,ievr,skew_ratio,underlying_price,methodology,ticker,dispersion,SMB,HML,RMW,CMA,RF,term_ratio,skew,kurt,iv_ratio,smirk
2015-01-27,1.5418163215291798,1.2746676870619915,1.1454505069214638,113.91,ST/MT Ratio (Expanding EWM),AAPL,0.0659909887311505,0.0193849953553931,0.018595049314786,-0.0062627024647507,0.0352661115230636,0.0005038411868353,1.033333163995407,1.1153536747585733,0.8179309318214267,0.962786328459036,0.9014878643272236
2015-04-27,1.029847965193672,1.1930114874814832,1.2527915311072786,123.25,ST/MT Ratio (Expanding EWM),AAPL,0.1795918569595608,-0.0028392505409914,0.0059342324443036,-0.032139175479466,-0.0069298829036496,0.0010817878334902,0.8966024907424245,1.103889268641426,0.5198398090390102,1.03454556840079,1.2922592878256198
2015-07-21,1.5001131601529345,1.3775306181257492,1.4365034219180517,127.61,ST/MT Ratio (Expanding EWM),AAPL,0.1705750756874341,0.0246690988335242,-0.0552639969906161,0.00339045834874,-0.0245567435113963,0.0033227444668851,0.9401089482677312,1.0808731757440433,-0.4659377945887217,0.9143873197310964,1.210163805836998
2015-10-27,1.1513731295034122,1.0999096425100356,1.7898572596152218,112.44,ST/MT Ratio (Expanding EWM),AAPL,0.0907971572066323,0.0553060449742808,-0.0241800618145626,0.0255569293446661,0.0116890403450888,0.0018308773143571,1.0282732700287915,1.204281922417558,-0.4005488044537935,1.0715486313548073,1.0014569897365502
2016-01-26,1.413534713959299,1.2514753029605852,1.430972429288369,106.82,ST/MT Ratio (Expanding EWM),AAPL,0.0988202229605213,-0.0061953681153167,-0.0003226266716484,-0.019693904503673,0.0051674424853599,0.0020795735349421,0.891224726760008,0.904610405621194,-0.4786371057237124,0.9927804334499086,0.9467515042363756
2016-04-26,1.3556702249379065,1.3038312751298842,1.5381606635652478,105.19,ST/MT Ratio (Expanding EWM),AAPL,0.2011443837405377,-0.0061947934932213,-0.0322908422852332,0.0409820980910442,0.0118917237140807,0.0027588244161636,1.194343376164375,1.0234530594095803,-0.4787042131906873,0.9597246938483872,1.1350812913365906
2016-07-26,1.5410078834940288,1.1445987186958573,1.4194278531347304,92.04,ST/MT Ratio (Expanding EWM),AAPL,0.2453937289734641,0.0572724485427587,0.0219978618998861,0.0157698022131898,0.0077894349048522,0.0026963228620803,0.8256174095459154,1.2449736520564627,2.845998716948589,0.9740242262002142,1.080038107436344
2016-10-25,0.8905016352314935,1.345784701387864,1.3455206012590943,112.88,ST/MT Ratio (Expanding EWM),AAPL,0.2174409764814353,0.0288602155203518,0.0499225249703109,0.0287645146406014,0.0156560247326481,0.0022787998123854,0.8088537804117989,1.1562840898908886,0.6557042322103555,0.9810175398304668,0.9827348442466434
2017-01-31,1.57414694610066,1.2599252253108482,1.1509683000126771,115.82,ST/MT Ratio (Expanding EWM),AAPL,0.1918956884479747,-0.0144316035077233,0.0405628555509195,-0.0134458638463034,0.0391826424847951,0.0017913316287795,1.061609231063504,1.066486812412926,-0.2813628438803519,1.1067327244460472,1.1260289132146777
2017-05-02,1.020684704441075,1.440934125651202,1.5484554242517574,143.7,ST/MT Ratio (Expanding EWM),AAPL,0.1364232377257875,0.0209896015255087,-0.0024032861279062,0.0243631306766653,0.0172025801282161,0.0016873315542676,1.1434688219717983,0.9469903595505972,2.142666407777825,1.1020550360451775,0.9460043747312392
2017-08-01,1.4340585456221733,1.2380662693531437,1.323663311761223,143.5,ST/MT Ratio (Expanding EWM),AAPL,0.0510618866409609,-0.0142196192484361,0.0487217841054985,-0.0242983475098828,-0.0232413874727485,0.0028578988252913,1.0779282919486883,1.076618915551932,2.7799391422233724,0.9424834051853698,1.157133356326295
2017-11-02,1.145562396431944,1.392292433504015,1.10494889020432,154.48,ST/MT Ratio (Expanding EWM),AAPL,0.1624429384386415,-0.0143005413749589,0.0084600237160633,0.0252561875209127,0.0370640713178112,0.0025535695310677,0.9527920181851784,1.2827258682363512,0.3198995811611058,1.18865577284754,1.2605943404402995
2018-02-01,1.2321096213311684,1.484598805673966,1.36605396621981,172.26,ST/MT Ratio (Expanding EWM),AAPL,0.0522304545859496,0.0104686795048111,-0.0061125791335411,0.0072959834948382,0.0440153640872071,0.0017426999993822,0.9081532941242626,1.2214167107305711,2.982416807214024,0.9757989006513847,1.074710867729328
2018-05-01,1.4373517385533563,1.0734771834044396,1.4893131512892674,166.68,ST/MT Ratio (Expanding EWM),AAPL,0.1344630454658845,-0.0649648085630229,-0.0144020799062281,0.0168312804996196,0.0818014183628021,0.0030821123129931,1.0080722946267038,1.0179724543215458,-0.938940641415881,0.966038773259258,1.0127747537367031
2018-07-31,1.5525116728464294,1.3414833063120812,1.4101144449264538,187.18,ST/MT Ratio (Expanding EWM),AAPL,0.1031295179639143,-0.0583721241379561,-0.0050740905946438,-0.0263898651406212,-0.0250873508309899,0.0018709658848702,0.9774398805272748,0.9684409913653608,2.4930174267666905,1.1114733398194008,0.9340801910238647
2018-11-01,1.4383609709928036,1.2412437510021015,1.2966641671803047,229.28,ST/MT Ratio (Expanding EWM),AAPL,0.0650777462579526,-0.017680063523434,-0.0076453045562368,-0.0193767460569151,0.0090720503287568,0.0011483378256656,1.0600369804559726,1.1614625905622482,2.8248846945745107,0.9009062614068484,0.9991729799223228
2019-01-29,1.1515410580682617,1.0862749659927275,1.3657780642137334,157.74,ST/MT Ratio (Expanding EWM),AAPL,0.0937482588537103,-0.0334490892117048,0.0091124866712646,0.0179307054563346,-0.0490524675797246,0.0012410293010966,1.171116591750126,1.2728535661593132,1.8823456774825496,1.129728996314262,0.9365931831718588
2019-04-30,1.4644701194511998,1.2897079538100436,1.401369962176738,191.24,ST/MT Ratio (Expanding EWM),AAPL,0.240393546827984,0.0129986566408345,0.0088172194314959,-0.020708700105605,0.0168287289094802,0.0010212591636902,1.0055503339112934,0.9926331965155998,-0.2751278255455309,1.1430909897369996,0.954015254672219
2019-07-30,1.1668466272637843,1.241758801718878,1.266515717634634,201.55,ST/MT Ratio (Expanding EWM),AAPL,0.1841363929207757,-0.0297808426432423,0.0040913806046024,0.014580157302478,-0.0107050074541693,0.0017275899833963,0.987460654798554,1.2754312958344132,-0.2566717777386298,1.1933980271214704,1.2977151943044236
2019-10-30,1.2285811213733775,1.1900844604660674,1.489191349713901,223.97,ST/MT Ratio (Expanding EWM),AAPL,0.1601716153256315,-0.0474306295467352,0.0171081450923904,-0.0311784451615061,0.0510861448706238,0.0032337242783361,1.0222468618729612,0.9680570960708632,0.2644195517635825,1.0273478498029605,1.0237296897432893
2020-01-28,1.290380176191389,1.1425377030686803,1.0987793887708863,291.52,ST/MT Ratio (Expanding EWM),AAPL,0.1839029564005232,0.0532977069122544,0.0397193882435902,0.0242043553166667,-0.0163653742504645,0.0011949048189694,0.9122542319506064,1.288891883686543,-0.3865406903370174,1.1199983726150586,0.90016411577567
2020-04-30,1.0111683072460893,1.0013477879266288,1.5208892692724474,254.29,ST/MT Ratio (Expanding EWM),AAPL,0.1473067814807116,-0.0059021705170287,0.0324866240632397,-0.0278130828692127,-0.0392295759491815,0.0021884757610181,1.0384730677609508,1.266377201581621,0.151736376372876,0.9556577925773158,1.160671917951371
2020-07-30,1.5890824914499706,1.1740540083266453,1.2706583623807135,364.8,ST/MT Ratio (Expanding EWM),AAPL,0.1177661777171231,0.0043634871640773,-0.0405469390534971,0.016807498441988,-0.0087815935175629,0.0013433106543725,1.0850405629193574,1.1752122075807925,0.2772675200854961,0.9756607206477992,1.2823675199848177
2020-10-29,0.3598288629346786,1.091195103326757,1.2018084020687172,114.09,ST/MT Ratio (Expanding EWM),AAPL,0.2363734343191869,-0.0478661865174709,-0.0726176340470586,0.01864077334115,-0.0463871942804284,0.0017396909587285,1.1693198033079717,1.082926643957128,2.3847754646174937,1.0356970432902888,1.0697556072290042
2021-01-27,1.242839612644955,1.156970554536231,1.0114922180423398,136.69,ST/MT Ratio (Expanding EWM),AAPL,0.068405434867819,-0.0170533953583813,0.0320295973371782,-0.0144192954607393,0.0217774863626827,0.0004899587880147,0.8627051790397179,1.0705624225967891,1.149667754399228,0.906751298228606,1.0776452020701626
2021-04-28,0.6680357884670967,1.1645719386028943,1.3737950519135451,121.39,ST/MT Ratio (Expanding EWM),AAPL,0.1707317863106859,0.0058822906398453,-0.0370063609524626,0.0175506641771181,-0.048627076156408,0.0017794617708434,1.11254248735808,1.172018422549708,1.54062795545574,1.1728666285311606,0.907212803930092
2021-07-27,1.0039840818144588,1.3052841723874469,1.34147079793357,134.78,ST/MT Ratio (Expanding EWM),AAPL,0.1542218367471687,-0.0382847752097806,-0.0027429620567805,0.0095110565833389,0.0037114395295789,0.001806294620195,1.0228190344768937,1.2149395393638829,1.165341530805069,0.9971686657741138,0.9545002260367912
2021-10-28,1.169204214400593,1.103914399334333,1.6316916818195828,141.91,ST/MT Ratio (Expanding EWM),AAPL,0.1914690984554445,0.0151494306420985,-0.0311033907817807,-0.0104710464048184,-0.0489452954964049,0.0025402879440356,1.1550252287264764,1.0883049569550411,2.5124607879428056,1.0757556367299506,1.1696768466460004
2022-01-27,1.25512559955305,1.1142600851634514,1.1492695743907115,179.29,ST/MT Ratio (Expanding EWM),AAPL,0.1478875677220065,-0.0190223541471581,-0.0500594131274005,-0.0222138671019052,-0.005007445113416,0.0022232809132553,1.12170446175138,1.1636622178400535,0.5922193627157508,1.0540900151785952,1.221218209870352
2022-04-28,0.9855039551114958,1.1544536711334843,1.3443450089929698,178.96,ST/MT Ratio (Expanding EWM),AAPL,0.0993247763021344,-0.0082092812427646,0.0202438818461436,-0.0460656422918144,0.0440844538951133,0.0008016078750479,0.9494601185491937,1.055248582707399,-0.6172395357679954,1.1743753305665243,0.9364145259781768
2022-07-28,0.9470349807493764,1.1187303946203777,1.3444082477631083,137.44,ST/MT Ratio (Expanding EWM),AAPL,0.0535584848617623,-0.0190597314280288,0.0267746548090794,0.0117412511824923,0.0120161972858948,0.0030841982440435,1.0592836709794224,1.0652777915211191,0.6224775610217694,1.1038655509718052,0.9268374930519516
2022-10-27,1.4376675427363212,1.0127562419764686,1.4525534846658592,151.76,ST/MT Ratio (Expanding EWM),AAPL,0.096193638954465,0.0668297364578128,-0.0132953120218015,-0.0361200692840513,-0.0185873401241233,0.0022103030402219,1.037482313180574,1.208812714388942,2.312851031546377,0.9511591168181326,1.2589676200312696
2023-02-02,1.127467834382578,1.0073507061002207,1.2018863018555723,125.07,ST/MT Ratio (Expanding EWM),AAPL,0.2250144657133131,0.0015275971341723,-0.0737312687643473,0.0053836049860327,0.0022199127765229,0.0021983935171774,1.0624584367389769,1.2527419203282733,0.9411228684407932,1.0626100035291606,1.2676153108114685
2023-05-04,1.1888383000177736,1.204897060850289,1.427676926009871,165.63,ST/MT Ratio (Expanding EWM),AAPL,0.0639018633021907,-0.0350198825134565,-0.0123873334475744,-0.0035862054020562,0.0034504218011111,0.0019908176466148,1.1599638173418687,1.0792643493476008,0.0976505265427269,1.0179511303692792,1.0551057314119
2023-08-03,1.4792040210128263,1.2702510813129282,1.2612448795277875,192.46,ST/MT Ratio (Expanding EWM),AAPL,0.0858619704776175,0.0307890719236116,0.0157541201620763,0.0199785693859548,0.0148157586460851,0.0014822425527777,0.9147467499931176,1.007431841733187,2.4442517459188777,0.9209585762053986,1.1710444728398377
2015-01-26,1.6014190271486264,1.2072330066725987,1.689139991932478,47.88,ST/MT Ratio (Expanding EWM),MSFT,0.1386796059842379,-0.0407295277489857,-0.0403673470632238,-0.0045511374872466,-0.0311714590820206,0.0022178023397487,0.869128020582581,1.0378023573576254,-0.7538278634606526,0.9809920910566386,1.2073684284468968
2015-04-23,1.5493390991024532,1.3653009871157364,1.2951711247970097,42.9,ST/MT Ratio (Expanding EWM),MSFT,0.2135726203552402,0.0093102258251664,0.0095007975933746,-0.0052361946586772,0.0178141818461832,0.0024755884359285,1.1540061298189035,0.9886108607609468,0.8541913570356874,1.041097214381162,1.2494301223038935
2015-07-21,1.2253393364283631,1.3118710541569696,1.4055084168973182,46.23,ST/MT Ratio (Expanding EWM),MSFT,0.1545397116339942,-0.0665884543357921,0.0035407045248101,0.0212967676072073,-0.0646097907900693,0.0002531043086544,1.105119621150322,1.10523088734722,1.6829888018870935,1.15420651617281,0.903815581610218
2015-10-22,1.6782033149638096,1.2330052497743225,1.6108890276910264,43.9,ST/MT Ratio (Expanding EWM),MSFT,0.0750925710263116,-0.044486511711445,0.0213787449880326,0.0113764507271029,-0.0127471138090952,0.0014612391626539,0.9611560124200196,1.2628972669108316,1.9612521233758056,1.0628524123002223,1.111857810814053
2016-01-28,1.2376806795821536,1.438092243964466,1.196339513948743,56.55,ST/MT Ratio (Expanding EWM),MSFT,0.1468633666373502,0.0088901432554193,0.0075874110524245,0.0109038989295694,-0.0092068460612886,0.0017450530295964,0.9391080390417752,1.1082082134566058,1.621532797853813,1.025508911528638,1.1856612585568695
2016-04-21,1.5507469631659048,1.4143769447705872,1.7562719490781384,54.07,ST/MT Ratio (Expanding EWM),MSFT,0.0813669204693991,0.0278463302998393,-0.0251920682264466,0.0147316897452131,0.0188331706517809,0.0022561706056942,1.1444928909041543,0.9618739392739444,0.8061880912696977,1.0224060273855242,1.1749859216198912
2016-07-19,1.386661015321484,1.316721065898093,1.4526173904723074,50.07,ST/MT Ratio (Expanding EWM),MSFT,0.1811798804651237,0.0079978898416489,0.0398971450499347,-0.0353893030801776,0.0035657713169217,0.0031933110059271,0.8999469861031718,1.1561003659809106,2.509956966925952,1.0254394799380868,1.264406279991688
2016-10-20,1.5615953072264217,1.4561237647181942,1.6635382629945907,56.81,ST/MT Ratio (Expanding EWM),MSFT,0.2378108916501934,-0.0020476898835884,-0.0007558871908091,0.0219197169996745,-0.0321390763464071,0.0012282591854032,1.1972654955733912,0.9424368199791808,-0.0677872480605654,1.185113925444628,1.2833310745925548
2017-01-26,1.123486902272515,1.5906927147547092,1.0559383057125622,63.28,ST/MT Ratio (Expanding EWM),MSFT,0.1267539065099931,-0.0085386293456251,0.003180863814702,0.01831171985034,-0.0216248281454253,0.0015020381531821,0.8390829101547035,0.9059994001508548,-0.355599906974311,1.1988038350146744,0.9719998466442747
2017-04-27,1.0363790430577475,1.6391150933893508,1.732204909035405,65.29,ST/MT Ratio (Expanding EWM),MSFT,0.2363538849802659,-0.0497482696628599,-0.0239980387721958,-0.0224170782144124,0.0079670002386851,0.0014874658893534,1.0010190426888093,1.2393670905722045,-0.9183935572471746,1.081346694677538,1.0108101795478497
2017-07-20,0.8433708814543438,1.3400217591501258,1.4424767177478388,69.91,ST/MT Ratio (Expanding EWM),MSFT,0.1728337709809139,-0.0231945472938148,-0.0092984675357453,-0.003102011841855,0.001023316453386,0.0011984724098954,1.1449339665758926,1.0133844597056316,1.7470228811276356,1.102265889734219,0.988597419543856
2017-10-26,1.6266220761885453,1.3442558233166668,1.514452226368795,73.26,ST/MT Ratio (Expanding EWM),MSFT,0.1860405321172164,-0.0141223569835925,-0.022544081420807,0.0020173178093092,-0.0114781027408936,0.0016528135048877,0.81391967994734,1.0636998295141589,0.1567726078634788,1.1426933248841125,1.2201456753821385
2018-01-31,1.0382945382077222,1.5584859451393531,1.319051632842724,85.95,ST/MT Ratio (Expanding EWM),MSFT,0.1197416679503062,0.038999277917662,-0.0011883817977026,-0.0003624196100433,-0.0090208447377994,0.0027708022199879,0.9828095808770502,1.1426048901292876,1.4170380639477007,1.1481474445282869,1.070000965649279
2018-04-26,1.0066259240151998,1.0819480804708466,1.477771720972762,89.47,ST/MT Ratio (Expanding EWM),MSFT,0.2244526749089104,0.0140266401348961,0.0553512544042703,0.0113464991642133,0.0204041999289822,0.0009461645046356,0.9101786719162036,1.006013967256219,1.1447691171288166,1.034744460819664,1.0760483083939745
2018-07-19,1.1570408015198348,1.3332790640337011,1.3381414466714692,100.86,ST/MT Ratio (Expanding EWM),MSFT,0.1202800947661525,-0.0597064054376956,-0.0371570342879406,0.0387841695457795,-0.0099423143217303,0.0024278143951529,0.8364549356358829,1.1874414962760782,-0.1450532480723572,0.9590860890626164,1.0651033281109574
2018-10-24,1.4567009228617829,1.2431521939157733,1.6369529569823813,114.67,ST/MT Ratio (Expanding EWM),MSFT,0.1684279023059193,0.0133429389288178,-0.0444068419363022,0.0300441681918207,0.0007977188992731,0.0002980977699816,0.8911113366471206,1.1335433069232062,0.485853357337886,1.034673516777837,1.1148677286416115
2019-01-30,1.2070037124832715,1.0510608263465346,1.4827193108858896,101.57,ST/MT Ratio (Expanding EWM),MSFT,0.127338606960619,-0.011477879814571,0.0481351098248082,-0.0298054798357851,0.0572484147020135,0.0014386620035577,0.8814142089927219,0.962300649146212,2.521687611494419,1.0301171108494265,1.0648374438530157
2019-04-24,1.291452390947993,1.240571033485161,1.569145340868553,117.66,ST/MT Ratio (Expanding EWM),MSFT,0.134148599560117,-0.0216922700107085,-0.0022797103145559,0.0185517497576512,-0.032592065922098,0.001670510699782,0.8142448601091367,1.0991905210349573,1.2166788864440004,1.0676522612864,1.1828124677291538
2019-07-18,0.8231209666370861,1.1960213835676234,1.3960328826638986,135.16,ST/MT Ratio (Expanding EWM),MSFT,0.078667677540352,0.0234086701094303,-0.0160721821597974,0.0362233329883852,-0.0432960682893664,0.003674859672914,0.8709927339964048,1.0008892536922476,2.242921860921651,1.1841511850530182,0.9543730989469282
2019-10-23,1.2696284368070068,1.2579356811961953,1.5537896466494523,139.14,ST/MT Ratio (Expanding EWM),MSFT,0.0641541135107333,0.0380849832873582,0.0351971406218822,0.01267021301723,0.0225897416199651,0.0017251976952473,0.9990598218020872,0.9856705010958348,-0.7597073265800702,0.9976510014378406,0.9574750500736852
2020-01-29,1.335313584487551,1.3384859995122558,1.6733991898942056,157.59,ST/MT Ratio (Expanding EWM),MSFT,0.1447344936406522,0.0345948041690669,-0.0141684661921059,0.0302745106296491,-0.0139660765323525,-0.0002012434734509,1.0839732293736986,1.1134901654685778,-0.4246621160387565,0.9027724765216544,1.223262819609685
2020-04-29,1.0008332828545097,0.9376695898865738,1.5994326301192956,160.23,ST/MT Ratio (Expanding EWM),MSFT,0.0717314520551093,-0.0273726133127923,0.058780291406408,0.0533067611425191,-0.0049559381935655,1.11109313875013e-06,0.8704777624656991,1.1424866568883063,0.3476876523069823,1.0756457814945106,1.0262614507929295
