year,quarter,quarter_start_date,quarter_end_date,permno,ticker,cusip,comnam,dollar_vol
2009,1,2009-01-01,2009-03-31,84597,AMTD,87236Y10,T D AMERITRADE HOLDING CORP,12235403.16
2009,1,2009-01-01,2009-03-31,71175,UNM,91529Y10,UNUM GROUP,12234509.04
2009,1,2009-01-01,2009-03-31,12570,ITT,45073V10,I T T CORP,12211880.16
2009,1,2009-01-01,2009-03-31,24221,CEG,21037110,CONSTELLATION ENERGY GROUP INC,11924630.4
2009,1,2009-01-01,2009-03-31,91218,EQ,29078E10,EMBARQ CORP,11831428.44
2009,1,2009-01-01,2009-03-31,10909,CERN,15678210,CERNER CORP,11807664.96
2009,1,2009-01-01,2009-03-31,25953,DOV,26000310,DOVER CORP,11770333.96
2009,1,2009-01-01,2009-03-31,70092,KBH,48666K10,K B HOME,11768561.86
2009,1,2009-01-01,2009-03-31,12140,GR,38238810,GOODRICH CORP,11723219.74
2009,1,2009-01-01,2009-03-31,87659,ENR,28035Q10,ENERGIZER HOLDINGS INC,11604335.05
2009,1,2009-01-01,2009-03-31,82508,MYGN,62855J10,MYRIAD GENETICS INC,11589221.98
2009,1,2009-01-01,2009-03-31,76712,AES,00130H10,A E S CORP,11571444.08
2009,1,2009-01-01,2009-03-31,77730,TSN,90249410,TYSON FOODS INC,11509079.85
2009,1,2009-01-01,2009-03-31,87292,PTV,69525710,PACTIV CORP,11504239.82
2009,1,2009-01-01,2009-03-31,11896,MXIM,57772K10,MAXIM INTEGRATED PRODUCTS INC,11490890.04
2009,1,2009-01-01,2009-03-31,22840,SLE,43258910,SARA LEE CORP,11443608.14
2009,1,2009-01-01,2009-03-31,91937,PCS,87259010,METROPCS COMMUNICATIONS INC,11441325.87
2009,1,2009-01-01,2009-03-31,90547,ANR,02076X10,ALPHA NATURAL RESOURCES INC,11417227.2
2009,1,2009-01-01,2009-03-31,89636,PXP,72650510,PLAINS EXPLORATION & PROD CO,11372465.28
2009,1,2009-01-01,2009-03-31,23229,CMS,12589610,C M S ENERGY CORP,11363601.25
2009,1,2009-01-01,2009-03-31,76095,HOLX,43644010,HOLOGIC INC,11331899.55
2009,1,2009-01-01,2009-03-31,24985,AEE,02360810,AMEREN CORP,11310286.75
2009,1,2009-01-01,2009-03-31,82651,WAT,94184810,WATERS CORP,11290067.63
2009,1,2009-01-01,2009-03-31,51377,NSM,63764010,NATIONAL SEMICONDUCTOR CORP,11240392.8
2009,1,2009-01-01,2009-03-31,90925,FNF,31620R30,FIDELITY NATIONAL FINL INC NEW,11201361.54
2009,1,2009-01-01,2009-03-31,25582,HRS,50243110,HARRIS CORP,11186698.77
2009,1,2009-01-01,2009-03-31,16600,HSY,42786610,HERSHEY CO,11141500.8
2009,1,2009-01-01,2009-03-31,11600,XRAY,24906P10,DENTSPLY INTERNATIONAL INC NEW,11133770.31
2009,1,2009-01-01,2009-03-31,23931,XEL,98389B10,X C E L ENERGY INC,11107049.72
2009,1,2009-01-01,2009-03-31,53831,CTX,15231210,CENTEX CORP,10998672.91
2009,1,2009-01-01,2009-03-31,91650,SE,84756010,SPECTRA ENERGY CORP,10983649.21
2009,1,2009-01-01,2009-03-31,39538,MAT,57708110,MATTEL INC,10978363.11
2009,1,2009-01-01,2009-03-31,89004,FTI,30249U10,F M C TECHNOLOGIES INC,10958449.37
2009,1,2009-01-01,2009-03-31,10696,FISV,33773810,FISERV INC,10947050.75
2009,1,2009-01-01,2009-03-31,76226,CBS,92556H20,C B S CORP NEW,10898945.2
2009,1,2009-01-01,2009-03-31,84827,RMBS,75091710,RAMBUS INC,10886160.78
2009,1,2009-01-01,2009-03-31,50278,URS,90323610,U R S CORP NEW,10849794.15
2009,1,2009-01-01,2009-03-31,90215,CRM,79466L30,SALESFORCE COM INC,10839689.94
2009,1,2009-01-01,2009-03-31,65330,LM,52490110,LEGG MASON INC,10802469.92
2009,1,2009-01-01,2009-03-31,90071,NRG,62937750,N R G ENERGY INC,10790287.68
2009,1,2009-01-01,2009-03-31,83756,GERN,37416310,GERON CORP,10763120.48
2009,1,2009-01-01,2009-03-31,62308,TMK,37959E10,TORCHMARK CORP,10757100.0
2009,1,2009-01-01,2009-03-31,87299,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,10756069.44
2009,1,2009-01-01,2009-03-31,77520,AG,00108410,A G C O CORP,10684411.36
2009,1,2009-01-01,2009-03-31,20220,BDK,09179710,BLACK & DECKER CORP,10658018.42
2009,1,2009-01-01,2009-03-31,23536,WEC,92939U10,WISCONSIN ENERGY CORP,10590826.02
2009,1,2009-01-01,2009-03-31,90038,AIZ,04621X10,ASSURANT INC,10577344.8
2009,1,2009-01-01,2009-03-31,87632,SQNM,81733740,SEQUENOM INC,10547517.36
2009,1,2009-01-01,2009-03-31,86339,CCI,22822V10,CROWN CASTLE INTERNATIONAL CORP,10543103.36
2009,1,2009-01-01,2009-03-31,83906,SRCL,85891210,STERICYCLE INC,10521811.44
2009,1,2009-01-01,2009-03-31,79857,PTEN,70348110,PATTERSON U T I ENERGY INC,10489547.48
2009,1,2009-01-01,2009-03-31,32636,ENER,29265910,ENERGY CONVERSION DEVICES INC,10452824.13
2009,1,2009-01-01,2009-03-31,70308,ARG,00936310,AIRGAS INC,10399254.03
2009,1,2009-01-01,2009-03-31,36397,FHN,32051710,FIRST HORIZON NATIONAL CORP,10398686.48
2009,1,2009-01-01,2009-03-31,43123,ATI,01741R10,ALLEGHENY TECHNOLOGIES,10388595.65
2009,1,2009-01-01,2009-03-31,46674,GPC,37246010,GENUINE PARTS CO,10367947.92
2009,1,2009-01-01,2009-03-31,32707,HP,42345210,HELMERICH & PAYNE INC,10365424.76
2009,1,2009-01-01,2009-03-31,35044,RF,7591EP10,REGIONS FINANCIAL CORP NEW,10316626.64
2009,1,2009-01-01,2009-03-31,79103,ORLY,67103H10,O REILLY AUTOMOTIVE INC,10256361.12
2009,1,2009-01-01,2009-03-31,21792,CNP,15189T10,CENTERPOINT ENERGY INC,10220326.38
2009,1,2009-01-01,2009-03-31,89014,COL,77434110,ROCKWELL COLLINS INC,10191121.2
2009,1,2009-01-01,2009-03-31,68857,CVC,12686C10,CABLEVISION SYSTEMS CORP,10169175.52
2009,1,2009-01-01,2009-03-31,23579,TXT,88320310,TEXTRON INC,10066210.56
2009,1,2009-01-01,2009-03-31,89002,ADS,01858110,ALLIANCE DATA SYSTEMS CORP,10050431.45
2009,1,2009-01-01,2009-03-31,79839,ITRI,46574110,ITRON INC,10024986.6
2009,1,2009-01-01,2009-03-31,85724,CECO,71363P10,CAREER EDUCATION CORP,9919065.4
2009,1,2009-01-01,2009-03-31,12074,PDE,74153Q10,PRIDE INTERNATIONAL INC DEL,9918958.4
2009,1,2009-01-01,2009-03-31,80432,AEO,02553E10,AMERICAN EAGLE OUTFITTERS INC NE,9840226.45
2009,1,2009-01-01,2009-03-31,87327,IWOV,46114T50,INTERWOVEN INC,9809949.28
2009,1,2009-01-01,2009-03-31,89952,CMP,20451N10,COMPASS MINERALS INTL INC,9638752.64
2009,1,2009-01-01,2009-03-31,90442,NWS,90130A40,NEWS CORP,9628114.0
2009,1,2009-01-01,2009-03-31,86996,SBAC,78410G10,S B A COMMUNICATIONS CORP,9602227.6
2009,1,2009-01-01,2009-03-31,19675,SOHU,83408W10,SOHU COM INC,9570744.05
2009,1,2009-01-01,2009-03-31,27888,CFR,22989910,CULLEN FROST BANKERS INC,9452612.97
2009,1,2009-01-01,2009-03-31,83421,DF,24237020,DEAN FOODS CO NEW,9411482.22
2009,1,2009-01-01,2009-03-31,34032,MAS,57459910,MASCO CORP,9401368.22
2009,1,2009-01-01,2009-03-31,79265,FLIR,30244510,FLIR SYSTEMS INC,9369293.34
2009,1,2009-01-01,2009-03-31,10078,JAVA,86681020,SUN MICROSYSTEMS INC,9358885.12
2009,1,2009-01-01,2009-03-31,85593,AMG,00825210,AFFILIATED MANAGERS GROUP INC,9357317.13
2009,1,2009-01-01,2009-03-31,89685,NIHD,62913F20,N I I HOLDINGS INC,9335512.8
2009,1,2009-01-01,2009-03-31,86715,COCO,21886810,CORINTHIAN COLLEGES INC,9329184.28
2009,1,2009-01-01,2009-03-31,86756,PBG,71340910,PEPSI BOTTLING GROUP INC,9262537.17
2009,1,2009-01-01,2009-03-31,50606,TDW,88642R10,TIDEWATER INC,9237711.27
2009,1,2009-01-01,2009-03-31,27983,XRX,98421M10,XEROX CORP,9195238.0
2009,1,2009-01-01,2009-03-31,12079,GM,37044210,GENERAL MOTORS CORP,9155920.34
2009,1,2009-01-01,2009-03-31,77661,DHI,23331A10,D R HORTON INC,9106576.04
2009,1,2009-01-01,2009-03-31,86759,KWK,74837R10,QUICKSILVER RESOURCES INC,9090011.7
2009,1,2009-01-01,2009-03-31,82307,DVA,23918K10,DAVITA INC,9084301.0
2009,1,2009-01-01,2009-03-31,76619,CVH,22286210,COVENTRY HEALTH CARE INC,9071766.44
2009,1,2009-01-01,2009-03-31,84584,RAH,75102810,RALCORP HOLDINGS INC NEW,9005585.4
2009,1,2009-01-01,2009-03-31,88031,HANS,61174X10,HANSEN NATURAL CORP,8984264.5
2009,1,2009-01-01,2009-03-31,52978,HAS,41805610,HASBRO INC,8946414.67
2009,1,2009-01-01,2009-03-31,34746,FITB,31677310,FIFTH THIRD BANCORP,8930163.3
2009,1,2009-01-01,2009-03-31,79915,NFX,65129010,NEWFIELD EXPLORATION CO,8894948.8
2009,1,2009-01-01,2009-03-31,82540,WLT,93317Q10,WALTER INDUSTRIES INC,8885184.92
2009,1,2009-01-01,2009-03-31,92618,DPS,26138E10,DR PEPPER SNAPPLE GROUP INC,8882638.1
2009,1,2009-01-01,2009-03-31,78981,LSTR,51509810,LANDSTAR SYSTEM INC,8880766.34
2009,1,2009-01-01,2009-03-31,82196,DNR,24791620,DENBURY RESOURCES INC,8877696.48
2009,1,2009-01-01,2009-03-31,57568,BLL,05849810,BALL CORP,8865089.82
2009,1,2009-01-01,2009-03-31,45277,IGT,45990210,INTERNATIONAL GAME TECHNOLOGY,8854604.0
2009,1,2009-01-01,2009-03-31,92121,DFS,25470910,DISCOVER FINANCIAL SERVICES,8854295.45
2009,1,2009-01-01,2009-03-31,91579,KBR,48242W10,K B R INC,8794308.72
2009,1,2009-01-01,2009-03-31,63714,OCR,68190410,OMNICARE INC,8765683.68
2009,1,2009-01-01,2009-03-31,90227,LBTYA,G6118810,LIBERTY GLOBAL INC,8730475.13
2009,1,2009-01-01,2009-03-31,89290,SYNA,87157D10,SYNAPTICS INC,8707865.79
2009,1,2009-01-01,2009-03-31,84381,ROK,77390310,ROCKWELL AUTOMATION INC,8660226.96
2009,1,2009-01-01,2009-03-31,82643,LXK,52977110,LEXMARK INTERNATIONAL INC NEW,8605312.0
2009,1,2009-01-01,2009-03-31,10225,FO,07373010,FORTUNE BRANDS INC,8590080.0
2009,1,2009-01-01,2009-03-31,86102,FII,31421110,FEDERATED INVESTORS INC PA,8481088.64
2009,1,2009-01-01,2009-03-31,12067,NVLS,67000810,NOVELLUS SYSTEMS INC,8449064.05
2009,1,2009-01-01,2009-03-31,11644,CRK,20576830,COMSTOCK RESOURCES INC,8432030.07
2009,1,2009-01-01,2009-03-31,67847,RGLD,78028710,ROYAL GOLD INC,8397027.76
2009,1,2009-01-01,2009-03-31,90277,BUCY,11875910,BUCYRUS INTERNATIONAL INC NEW,8395110.0
2009,1,2009-01-01,2009-03-31,23501,POM,71329110,PEPCO HOLDINGS INC,8394476.35
2009,1,2009-01-01,2009-03-31,89617,EQIX,29444U70,EQUINIX INC,8376696.9
2009,1,2009-01-01,2009-03-31,19166,FMC,30249130,F M C CORP,8273261.92
2009,1,2009-01-01,2009-03-31,89353,JBLU,47714310,JETBLUE AIRWAYS CORP,8246165.29
2009,1,2009-01-01,2009-03-31,23085,SCG,80589M10,SCANA CORP NEW,8235909.36
2009,1,2009-01-01,2009-03-31,89217,AAP,00751Y10,ADVANCE AUTO PARTS INC,8218797.57
2009,1,2009-01-01,2009-03-31,17743,WRB,08442310,BERKLEY W R CORP,8197996.16
2009,1,2009-01-01,2009-03-31,75241,PXD,72378710,PIONEER NATURAL RESOURCES CO,8174185.44
2009,1,2009-01-01,2009-03-31,23660,CTAS,17290810,CINTAS CORP,8087943.5
2009,1,2009-01-01,2009-03-31,24459,PBI,72447910,PITNEY BOWES INC,8077597.5
2009,1,2009-01-01,2009-03-31,76792,SY,87113010,SYBASE INC,8024442.68
2009,1,2009-01-01,2009-03-31,64282,LTD,07083010,LIMITED BRANDS INC,8000483.04
2009,1,2009-01-01,2009-03-31,82837,PPDI,71712410,PHARMACEUTICAL PRODUCT DEV INC,7985256.39
2009,2,2009-04-01,2009-06-30,59408,BAC,06050510,BANK OF AMERICA CORP,982192179.18
2009,2,2009-04-01,2009-06-30,86868,GS,38141G10,GOLDMAN SACHS GROUP INC,732668450.0
2009,2,2009-04-01,2009-06-30,47896,JPM,46625H10,JPMORGAN CHASE & CO,697393191.0
2009,2,2009-04-01,2009-06-30,38703,WFC,94974610,WELLS FARGO & CO NEW,693707620.47
2009,2,2009-04-01,2009-06-30,14593,AAPL,03783310,APPLE INC,546173419.78
2009,2,2009-04-01,2009-06-30,11850,XOM,30231G10,EXXON MOBIL CORP,421951963.21
2009,2,2009-04-01,2009-06-30,90319,GOOG,02079K30,GOOGLE INC,372593119.11
2009,2,2009-04-01,2009-06-30,12060,GE,36960430,GENERAL ELECTRIC CO,340295916.95
2009,2,2009-04-01,2009-06-30,70519,C,17296742,CITIGROUP INC,332756186.45
2009,2,2009-04-01,2009-06-30,10107,MSFT,59491810,MICROSOFT CORP,318145819.0
2009,2,2009-04-01,2009-06-30,69032,MS,61744644,MORGAN STANLEY DEAN WITTER & CO,247893909.84
2009,2,2009-04-01,2009-06-30,59328,INTC,45814010,INTEL CORP,239049578.88
2009,2,2009-04-01,2009-06-30,55976,WMT,93114210,WAL MART STORES INC,227082996.0
2009,2,2009-04-01,2009-06-30,12490,IBM,45920010,INTERNATIONAL BUSINESS MACHS COR,220613129.57
2009,2,2009-04-01,2009-06-30,76076,CSCO,17275R10,CISCO SYSTEMS INC,220385307.24
2009,2,2009-04-01,2009-06-30,59176,AXP,02581610,AMERICAN EXPRESS CO,190068537.62
2009,2,2009-04-01,2009-06-30,77178,QCOM,74752510,QUALCOMM INC,184562767.68
2009,2,2009-04-01,2009-06-30,21936,PFE,71708110,PFIZER INC,170772115.84
2009,2,2009-04-01,2009-06-30,14541,CVX,16676410,CHEVRON CORP NEW,170390993.6
2009,2,2009-04-01,2009-06-30,66093,T,00206R10,A T & T INC,161011272.66
2009,2,2009-04-01,2009-06-30,22111,JNJ,47816010,JOHNSON & JOHNSON,160445281.92
2009,2,2009-04-01,2009-06-30,81774,FCX,35671D85,FREEPORT MCMORAN COPPER & GOLD,157135437.65
2009,2,2009-04-01,2009-06-30,84788,AMZN,02313510,AMAZON COM INC,154048448.4
2009,2,2009-04-01,2009-06-30,10104,ORCL,68389X10,ORACLE CORP,151726767.54
2009,2,2009-04-01,2009-06-30,25785,F,34537086,FORD MOTOR CO DEL,147628271.96
2009,2,2009-04-01,2009-06-30,18163,PG,74271810,PROCTER & GAMBLE CO,145340251.2
2009,2,2009-04-01,2009-06-30,10078,JAVA,86681020,SUN MICROSYSTEMS INC,144956038.2
2009,2,2009-04-01,2009-06-30,92611,V,92826C83,VISA INC,144849107.2
2009,2,2009-04-01,2009-06-30,91233,MA,57636Q10,MASTERCARD INC,142323812.1
2009,2,2009-04-01,2009-06-30,91611,FSLR,33643310,FIRST SOLAR INC,137370090.64538
2009,2,2009-04-01,2009-06-30,66157,USB,90297330,U S BANCORP DEL,130458352.06
2009,2,2009-04-01,2009-06-30,27828,HPQ,40434L10,HEWLETT PACKARD CO,125640936.68
2009,2,2009-04-01,2009-06-30,15667,WYE,98302410,WYETH,122448062.4
2009,2,2009-04-01,2009-06-30,13928,COP,20825C10,CONOCOPHILLIPS,120624173.0
2009,2,2009-04-01,2009-06-30,20482,ABT,00282410,ABBOTT LABORATORIES,117102242.7
2009,2,2009-04-01,2009-06-30,65875,VZ,92343V10,VERIZON COMMUNICATIONS INC,116691766.24
2009,2,2009-04-01,2009-06-30,18542,CAT,14912310,CATERPILLAR INC,116493154.02
2009,2,2009-04-01,2009-06-30,49656,BK,06405810,BANK OF NEW YORK MELLON CORP,107296458.36
2009,2,2009-04-01,2009-06-30,88668,MON,61166W10,MONSANTO CO NEW,107100959.16
2009,2,2009-04-01,2009-06-30,22752,MRK,58933Y10,MERCK & CO INC,106522364.88
2009,2,2009-04-01,2009-06-30,49154,TGT,87612E10,TARGET CORP,106497217.5
2009,2,2009-04-01,2009-06-30,66181,HD,43707610,HOME DEPOT INC,104843746.0
2009,2,2009-04-01,2009-06-30,76644,X,91290910,UNITED STATES STEEL CORP NEW,104062008.15
2009,2,2009-04-01,2009-06-30,60442,PNC,69347510,P N C FINANCIAL SERVICES GRP INC,101829745.7
2009,2,2009-04-01,2009-06-30,13856,PEP,71344810,PEPSICO INC,100084477.44
2009,2,2009-04-01,2009-06-30,11308,KO,19121610,COCA COLA CO,99341534.25
2009,2,2009-04-01,2009-06-30,72726,STT,85747710,STATE STREET CORP,97187973.66
2009,2,2009-04-01,2009-06-30,43449,MCD,58013510,MCDONALDS CORP,96891185.23
2009,2,2009-04-01,2009-06-30,25013,SGP,80660510,SCHERING PLOUGH CORP,96745118.1
2009,2,2009-04-01,2009-06-30,77274,GILD,37555810,GILEAD SCIENCES INC,95760975.8
2009,2,2009-04-01,2009-06-30,14008,AMGN,03116210,AMGEN INC,95513430.96
2009,2,2009-04-01,2009-06-30,90505,LVS,51783410,LAS VEGAS SANDS CORP,94284441.88
2009,2,2009-04-01,2009-06-30,34833,OXY,67459910,OCCIDENTAL PETROLEUM CORP,86518518.06
2009,2,2009-04-01,2009-06-30,81138,APOL,03760410,APOLLO GROUP INC,80341448.3
2009,2,2009-04-01,2009-06-30,10147,EMC,26864810,E M C CORP MA,79400755.56
2009,2,2009-04-01,2009-06-30,20626,DOW,26054310,DOW CHEMICAL CO,78391024.0
2009,2,2009-04-01,2009-06-30,26403,DIS,25468710,DISNEY WALT CO,78065659.8
2009,2,2009-04-01,2009-06-30,89525,CMCSA,20030N10,COMCAST CORP NEW,77629004.26
2009,2,2009-04-01,2009-06-30,86979,JNPR,48203R10,JUNIPER NETWORKS INC,77618064.5
2009,2,2009-04-01,2009-06-30,87842,MET,59156R10,METLIFE INC,77495804.75
2009,2,2009-04-01,2009-06-30,23819,HAL,40621610,HALLIBURTON CO,77470968.66
2009,2,2009-04-01,2009-06-30,15579,TXN,88250810,TEXAS INSTRUMENTS INC,77191022.58
2009,2,2009-04-01,2009-06-30,11552,CELG,15102010,CELGENE CORP,76208079.84
2009,2,2009-04-01,2009-06-30,88335,DNDN,24823Q10,DENDREON CORP,75808931.6
2009,2,2009-04-01,2009-06-30,81055,COF,14040H10,CAPITAL ONE FINANCIAL CORP,75747127.32
2009,2,2009-04-01,2009-06-30,77418,TWX,88731730,TIME WARNER INC NEW,74349290.73
2009,2,2009-04-01,2009-06-30,89626,CME,12572Q10,C M E GROUP INC,74010810.69361
2009,2,2009-04-01,2009-06-30,85963,BRCM,11132010,BROADCOM CORP,73977769.68
2009,2,2009-04-01,2009-06-30,86356,EBAY,27864210,EBAY INC,73510748.64
2009,2,2009-04-01,2009-06-30,24643,AA,44320110,ALCOA INC,72609286.38
2009,2,2009-04-01,2009-06-30,92602,PM,71817210,PHILIP MORRIS INTERNATIONAL INC,71381404.4
2009,2,2009-04-01,2009-06-30,61399,LOW,54866110,LOWES COMPANIES INC,71374711.0
2009,2,2009-04-01,2009-06-30,83435,YHOO,98433210,YAHOO INC,70781042.23
2009,2,2009-04-01,2009-06-30,71563,BBT,89832Q10,B B & T CORP,69766924.38
2009,2,2009-04-01,2009-06-30,11081,DELL,24702R10,DELL INC,69761855.24
2009,2,2009-04-01,2009-06-30,17005,CVS,12665010,C V S CAREMARK CORP,69459067.16
2009,2,2009-04-01,2009-06-30,48725,UNP,90781810,UNION PACIFIC CORP,68664894.48
2009,2,2009-04-01,2009-06-30,17830,UTX,75513E10,UNITED TECHNOLOGIES CORP,68579223.24
2009,2,2009-04-01,2009-06-30,87447,UPS,91131210,UNITED PARCEL SERVICE INC,68500446.06
2009,2,2009-04-01,2009-06-30,92655,UNH,91324P10,UNITEDHEALTH GROUP INC,67993003.68
2009,2,2009-04-01,2009-06-30,22592,MMM,88579Y10,3M CO,67367980.8
2009,2,2009-04-01,2009-06-30,89258,PRU,74432010,PRUDENTIAL FINANCIAL INC,66215110.96
2009,2,2009-04-01,2009-06-30,57904,AFL,00105510,AFLAC INC,65544534.18
2009,2,2009-04-01,2009-06-30,59459,TRV,89417E10,TRAVELERS COMPANIES INC,65359488.26
2009,2,2009-04-01,2009-06-30,22293,GLW,21935010,CORNING INC,64527460.66
2009,2,2009-04-01,2009-06-30,75186,SCHW,80851310,SCHWAB CHARLES CORP NEW,64430039.52
2009,2,2009-04-01,2009-06-30,78877,CHK,16516774,CHESAPEAKE ENERGY CORP,64355869.98
2009,2,2009-04-01,2009-06-30,85914,BBY,08651610,BEST BUY COMPANY INC,64217147.34
2009,2,2009-04-01,2009-06-30,19561,BA,09702310,BOEING CO,63448691.85
2009,2,2009-04-01,2009-06-30,58246,NTRS,66585910,NORTHERN TRUST CORP,63392675.04
2009,2,2009-04-01,2009-06-30,88352,ISRG,46120E60,INTUITIVE SURGICAL INC,62355823.2
2009,2,2009-04-01,2009-06-30,11703,DD,26353410,DU PONT E I DE NEMOURS & CO,60765725.7
2009,2,2009-04-01,2009-06-30,19393,BMY,11012210,BRISTOL MYERS SQUIBB CO,60749664.0
2009,2,2009-04-01,2009-06-30,21178,LMT,53983010,LOCKHEED MARTIN CORP,60591470.63
2009,2,2009-04-01,2009-06-30,39490,APA,03743Q10,APACHE CORP,60267824.78
2009,2,2009-04-01,2009-06-30,21207,NEM,65163910,NEWMONT MINING CORP,60038200.72
2009,2,2009-04-01,2009-06-30,19502,WAG,93142710,WALGREEN CO,59755658.9
2009,2,2009-04-01,2009-06-30,75607,SYMC,66877110,SYMANTEC CORP,59499217.5
2009,2,2009-04-01,2009-06-30,82775,HIG,41651510,HARTFORD FINANCIAL SVCS GRP INC,58872183.7
2009,2,2009-04-01,2009-06-30,62148,CSX,12640810,C S X CORP,58668980.7
2009,2,2009-04-01,2009-06-30,90386,MOS,61945C10,MOSAIC CO,57891959.1
2009,2,2009-04-01,2009-06-30,87137,DVN,25179M10,DEVON ENERGY CORP NEW,57563610.75
2009,2,2009-04-01,2009-06-30,87055,COST,22160K10,COSTCO WHOLESALE CORP NEW,57252063.6
2009,2,2009-04-01,2009-06-30,68144,STI,86791410,SUNTRUST BANKS INC,57208651.92
2009,2,2009-04-01,2009-06-30,15069,MRO,56584910,MARATHON OIL CORP,57061481.4
2009,2,2009-04-01,2009-06-30,77659,BBBY,07589610,BED BATH & BEYOND INC,55896597.9
2009,2,2009-04-01,2009-06-30,34817,NUE,67034610,NUCOR CORP,55663553.79
2009,2,2009-04-01,2009-06-30,84032,NOV,62955J10,NATIONAL OILWELL VARCO INC,55494973.56
2009,2,2009-04-01,2009-06-30,77606,KSS,50025510,KOHLS CORP,54872184.85
2009,2,2009-04-01,2009-06-30,27887,BAX,07181310,BAXTER INTERNATIONAL INC,54683362.0
2009,2,2009-04-01,2009-06-30,28484,HES,42809H10,HESS CORP,54605850.81
2009,2,2009-04-01,2009-06-30,79212,XTO,98385X10,X T O ENERGY INC,53464609.7
2009,2,2009-04-01,2009-06-30,77668,ESRX,30219G10,EXPRESS SCRIPTS INC,53298972.39
2009,2,2009-04-01,2009-06-30,13901,MO,02209S10,ALTRIA GROUP INC,52779703.1
2009,2,2009-04-01,2009-06-30,10145,HON,43851610,HONEYWELL INTERNATIONAL INC,51203937.46
2009,2,2009-04-01,2009-06-30,89954,DTV,25490A30,DIRECTV GROUP INC,51096186.26
2009,2,2009-04-01,2009-06-30,19350,DE,24419910,DEERE & CO,50984610.66
2009,2,2009-04-01,2009-06-30,86580,NVDA,67066G10,NVIDIA CORP,50964495.68
2009,2,2009-04-01,2009-06-30,89006,KFT,60920710,KRAFT FOODS INC,50521676.4
2009,2,2009-04-01,2009-06-30,70332,APC,03251110,ANADARKO PETROLEUM CORP,50455856.42
2009,2,2009-04-01,2009-06-30,89179,WLP,03675210,WELLPOINT INC,49671170.52
2009,2,2009-04-01,2009-06-30,14702,AMAT,03822210,APPLIED MATERIALS INC,49463247.24
2009,2,2009-04-01,2009-06-30,24109,AEP,02553710,AMERICAN ELECTRIC POWER CO INC,49175617.5
2009,2,2009-04-01,2009-06-30,75510,ADBE,00724F10,ADOBE SYSTEMS INC,48697905.75
2009,2,2009-04-01,2009-06-30,77702,SBUX,85524410,STARBUCKS CORP,48007055.4
2009,2,2009-04-01,2009-06-30,18403,JCP,70816010,PENNEY J C CO INC,47826712.89
2009,2,2009-04-01,2009-06-30,64311,NSC,65584410,NORFOLK SOUTHERN CORP,47762496.8
2009,2,2009-04-01,2009-06-30,50227,BNI,12189T10,BURLINGTON NORTHERN SANTA FE CP,47636223.88
2009,2,2009-04-01,2009-06-30,60506,PCAR,69371810,PACCAR INC,47156393.12
2009,2,2009-04-01,2009-06-30,18729,CL,19416210,COLGATE PALMOLIVE CO,46823167.0
2009,2,2009-04-01,2009-06-30,62092,TMO,88355610,THERMO FISHER SCIENTIFIC INC,46614374.16
2009,2,2009-04-01,2009-06-30,60097,MDT,G5960L10,MEDTRONIC INC,46524800.0
2009,2,2009-04-01,2009-06-30,75825,EOG,26875P10,EOG RESOURCES INC,46471041.84
2009,2,2009-04-01,2009-06-30,82598,NTAP,64110D10,NETAPP INC,46173187.5
2009,2,2009-04-01,2009-06-30,60628,FDX,31428X10,FEDEX CORP,46057486.28
2009,2,2009-04-01,2009-06-30,50876,LLY,53245710,LILLY ELI & CO,45994573.04
2009,2,2009-04-01,2009-06-30,11891,MGM,55295310,M G M MIRAGE,44738188.68
2009,2,2009-04-01,2009-06-30,34746,FITB,31677310,FIFTH THIRD BANCORP,44724116.1
2009,2,2009-04-01,2009-06-30,85269,VLO,91913Y10,VALERO ENERGY CORP NEW,44672557.44
2009,2,2009-04-01,2009-06-30,59192,CB,17123210,CHUBB CORP,43957879.4
2009,2,2009-04-01,2009-06-30,90993,ICE,45866F10,INTERCONTINENTALEXCHANGE INC,43459674.0
2009,2,2009-04-01,2009-06-30,88661,COH,87603010,COACH INC,42061967.5
2009,2,2009-04-01,2009-06-30,63765,SWN,84546710,SOUTHWESTERN ENERGY CO,41994641.92
2009,2,2009-04-01,2009-06-30,88991,BTU,70454920,PEABODY ENERGY CORP,41886181.61
2009,2,2009-04-01,2009-06-30,22103,EMR,29101110,EMERSON ELECTRIC CO,41842819.0
2009,2,2009-04-01,2009-06-30,24942,RTN,75511150,RAYTHEON CO,41370343.18
2009,2,2009-04-01,2009-06-30,10138,TROW,74144T10,T ROWE PRICE GROUP INC,41257385.28
2009,2,2009-04-01,2009-06-30,42534,JCI,47836610,JOHNSON CONTROLS INC,41230922.07
2009,2,2009-04-01,2009-06-30,85913,MAR,57190320,MARRIOTT INTERNATIONAL INC NEW,41134652.68
2009,2,2009-04-01,2009-06-30,77462,M,55616P10,MACYS INC,40955142.96
2009,2,2009-04-01,2009-06-30,85348,YUM,98849810,YUM BRANDS INC,40897972.1
2009,2,2009-04-01,2009-06-30,75489,SPLS,85503010,STAPLES INC,40876469.4
2009,2,2009-04-01,2009-06-30,12052,GD,36955010,GENERAL DYNAMICS CORP,40134155.8
2009,2,2009-04-01,2009-06-30,91883,TWC,88732J20,TIME WARNER CABLE INC,39793671.94
