date,secid,exdate,strike_price,cp_flag,best_bid,best_offer,open_interest,impl_volatility,delta,gamma,theta,vega,volume,tte,underlying_price,underlying_price_stock,mid_price,moneyness,bid_ask_spread,log_moneyness,earnings_date,days_to_earnings,ticker
2023-01-23,108321.0,2023-02-03,160.0,C,30.75,34.05,925.0,0.627869,0.957785,0.004266,-34.098,2.975523,219.0,11,32.4,191.93,32.4,1.1995625,0.10731707317073161,0.1819569069839599,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,162.5,C,28.4,31.7,844.0,0.626686,0.943759,0.005388,-42.12948,3.743479,8.0,11,30.049999999999997,191.93,30.049999999999997,1.1811076923076924,0.11619718309859157,0.16645272044799464,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,165.0,C,27.45,28.05,960.0,0.626521,0.926169,0.006669,-51.37546,4.635577,116.0,11,27.75,191.93,27.75,1.1632121212121214,0.02185792349726781,0.15118524831720626,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,167.5,C,23.6,25.95,893.0,0.453876,0.961736,0.005443,-24.0995,2.74251,356.0,11,24.775,191.93,24.775,1.1458507462686567,0.09957627118644058,0.13614737095266558,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,170.0,C,23.0,23.4,2008.0,0.606557,0.886736,0.009472,-67.35135,6.368364,441.0,11,23.2,191.93,23.2,1.129,0.017391304347826025,0.12133228516752496,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,172.5,C,20.9,21.35,1802.0,0.612848,0.855691,0.0111,-79.88599,7.550394,165.0,11,21.125,191.93,21.125,1.1126376811594203,0.021531100478469036,0.10673348574637229,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,175.0,C,18.85,19.1,2275.0,0.598782,0.827793,0.012763,-87.3429,8.488124,540.0,11,18.975,191.93,18.975,1.0967428571428572,0.01326259946949602,0.09234474829427276,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,177.5,C,16.85,16.95,3996.0,0.585537,0.795368,0.014523,-94.70142,9.432868,745.0,11,16.9,191.93,16.9,1.0812957746478873,0.00593471810089008,0.0781601133023162,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,180.0,C,14.9,15.05,3519.0,0.579121,0.756271,0.016223,-103.1002,10.4331,3206.0,11,14.975000000000001,191.93,14.975000000000001,1.0662777777777779,0.010067114093959755,0.06417387132757645,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,182.5,C,13.1,13.2,1119.0,0.572454,0.71318,0.017831,-110.3858,11.3351,1473.0,11,13.149999999999999,191.93,13.149999999999999,1.0516712328767124,0.007633587786259515,0.050380549195240584,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,185.0,C,11.4,11.5,1322.0,0.566862,0.666093,0.019242,-116.4948,12.10879,3436.0,11,11.45,191.93,11.45,1.0374594594594595,0.008771929824561372,0.03677489713946195,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,187.5,C,9.85,9.95,897.0,0.563566,0.615654,0.020327,-121.3513,12.7218,1542.0,11,9.899999999999999,191.93,9.899999999999999,1.0236266666666667,0.010152284263959355,0.02335187680732124,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,190.0,C,8.4,8.5,1236.0,0.557994,0.563361,0.021168,-123.6546,13.11708,5551.0,11,8.45,191.93,8.45,1.0101578947368421,0.011904761904761862,0.010106650057300623,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,192.5,C,7.1,7.2,303.0,0.553767,0.509623,0.021597,-124.0494,13.28308,1760.0,11,7.15,191.93,7.15,0.9970389610389611,0.014084507042253596,-0.002965431510052166,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,195.0,C,5.9,6.0,781.0,0.547048,0.455224,0.021734,-121.6602,13.20245,1468.0,11,5.95,191.93,5.95,0.9842564102564103,0.01694915254237282,-0.015868836345960022,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,197.5,C,4.9,5.0,242.0,0.545425,0.402263,0.021278,-118.2449,12.88513,827.0,11,4.95,191.93,4.95,0.9717974683544304,0.020408163265306048,-0.028607862123389838,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,200.0,C,4.0,4.1,1333.0,0.541588,0.350637,0.020528,-112.3557,12.34934,9695.0,11,4.05,191.93,4.05,0.95965,0.02499999999999991,-0.04118664433024995,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,202.5,C,3.25,3.3,48.0,0.53799,0.301626,0.019436,-104.8703,11.60717,835.0,11,3.275,191.93,3.275,0.9478024691358025,0.01538461538461533,-0.05360916432880711,2023-02-22,30,NVDA
2023-01-23,108321.0,2023-02-03,205.0,C,2.62,2.65,751.0,0.53626,0.256736,0.01803,-96.57697,10.73008,1341.0,11,2.635,191.93,2.635,0.9362439024390244,0.011450381679389238,-0.0658792569206214,2023-02-22,30,NVDA
